array_gene,query_gene,pi,fdr,z,sd,label,condition,neg_sample_type,related_sl_pair
COX23,RAD54,-0.509480844343965,0.0,-18.6041359952445,0.0995505135890394,SL,BLEO,,
COX23,SGS1,-3.3785715528041e-05,0.99801862262825,0.0053213514197641,0.0055013453724987,non_SL,BLEO,A_x,COX23-RAD54
YOR365C,RAD54,-0.0021441815951631,0.925979565442318,-0.0732147735937312,0.020333677124136,non_SL,BLEO,x_B,COX23-RAD54
THP2,RPD3,-0.133890240110337,0.0478648648648649,-4.88310363113669,0.0139258084603906,SL,BLEO,,
THP2,CHD1,0.0002385687830117,0.987648218347233,0.0049222233463804,0.0052998498336993,non_SL,BLEO,A_x,THP2-RPD3
SWM2,RPD3,0.0002920644829754,0.969562475442043,0.010368958048274,0.0051823131231998,non_SL,BLEO,x_B,THP2-RPD3
YJL171C,RAD51,-0.349877739978259,0.014,-12.7517437818038,0.033432057722459,SL,BLEO,,
YJL171C,SGS1,0.003863212375391,0.915323711832061,0.130566481260892,0.0106040370052667,non_SL,BLEO,A_x,YJL171C-RAD51
YJL206C-A,RAD51,9.55587814873704e-05,0.946597698072805,-0.0670398268399214,0.0417354034337826,non_SL,BLEO,x_B,YJL171C-RAD51
ATG10,RPD3,-0.195463498120035,0.038,-7.1389441503334,0.0334216264249182,SL,BLEO,,
ATG10,DNL4,0.0002905403360939,0.917342776867244,0.0300454539525052,0.0151117662619,non_SL,BLEO,A_x,ATG10-RPD3
GSP2,RPD3,-0.0003757897160932,0.949961827531646,-0.0163835314724514,0.0042233748365741,non_SL,BLEO,x_B,ATG10-RPD3
MGR2,RPD3,-0.202688503433772,0.0393333333333333,-7.36960912558668,0.026389661040082,SL,BLEO,,
MGR2,BLM10,-0.0010263825774499,0.91490571950901,-0.0455185059418084,0.008193577445101,non_SL,BLEO,A_x,MGR2-RPD3
UBC11,RPD3,0.0006109819159254,0.911159991950091,0.0290680782928774,0.0039855206298317,non_SL,BLEO,x_B,MGR2-RPD3
MSC1,RSC1,-0.22670773509359,0.0347692307692308,-8.22128628462157,0.0211266017345906,SL,BLEO,,
