gene_a,gene_b,cell_line,interaction,user_question,experiment_instruction,full_query
ERCC2,BRAF,MDAMB231,synthetic lethality,We have inactivated both ERCC2 and BRAF in our MDAMB231 breast cancer cell line experiments. Can you tell me what synthetic genetic interaction might exist between these two mutations?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We have inactivated both ERCC2 and BRAF in our MDAMB231 breast cancer cell line experiments. Can you tell me what synthetic genetic interaction might exist between these two mutations? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
PRKDC,KDM5C,MDAMB231,synthetic lethality,"We've been examining the effects of concurrent mutations in PRKDC and KDM5C within our MDAMB231 cell line. Can you tell me what synthetic genetic interaction would result from these double mutations, if any?","Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We've been examining the effects of concurrent mutations in PRKDC and KDM5C within our MDAMB231 cell line. Can you tell me what synthetic genetic interaction would result from these double mutations, if any? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
APC,AURKA,MDAMB231,synthetic lethality,"We've recently knocked out both APC and AURKA genes in our MDAMB231 breast cancer cells. Could you tell me if there's any synthetic genetic interaction between these two mutations, and what effect this combination has on cell viability?","Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We've recently knocked out both APC and AURKA genes in our MDAMB231 breast cancer cells. Could you tell me if there's any synthetic genetic interaction between these two mutations, and what effect this combination has on cell viability? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
NBN,MYC,MDAMB231,synthetic lethality,"We're investigating the combined effect of NBN and MYC mutations in MDAMB231 triple-negative breast cancer cells. Could you tell me what synthetic genetic interaction, if any, would result from these concurrent mutations?","Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We're investigating the combined effect of NBN and MYC mutations in MDAMB231 triple-negative breast cancer cells. Could you tell me what synthetic genetic interaction, if any, would result from these concurrent mutations? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
SMARCA4,MAP2K1,MDAMB231,synthetic lethality,We have engineered MDAMB231 cells with mutations in both SMARCA4 and MAP2K1. I'm trying to determine if there's any synthetic genetic interaction between these two mutations and what phenotypic effects might result from their combination.,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We have engineered MDAMB231 cells with mutations in both SMARCA4 and MAP2K1. I'm trying to determine if there's any synthetic genetic interaction between these two mutations and what phenotypic effects might result from their combination. Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
FGFR2,STK11,MDAMB231,synthetic lethality,"We've engineered MDAMB231 cells with mutations in both FGFR2 and STK11. What synthetic genetic interaction, if any, would you expect to observe between these mutations in this triple-negative breast cancer cell line?","Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We've engineered MDAMB231 cells with mutations in both FGFR2 and STK11. What synthetic genetic interaction, if any, would you expect to observe between these mutations in this triple-negative breast cancer cell line? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
PARP1,SIRT6,MDAMB231,synthetic lethality,We've created a MDAMB231 cell line with mutations in both PARP1 and SIRT6 genes. Could you determine if there's any synthetic genetic interaction between these mutations and what the nature of this interaction might be?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We've created a MDAMB231 cell line with mutations in both PARP1 and SIRT6 genes. Could you determine if there's any synthetic genetic interaction between these mutations and what the nature of this interaction might be? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
TDP1,MGMT,MDAMB231,synthetic lethality,We've engineered MDAMB231 cells with mutations in both TDP1 and MGMT genes. Could you determine if there's any synthetic genetic interaction between these two mutations and what the nature of this interaction might be?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We've engineered MDAMB231 cells with mutations in both TDP1 and MGMT genes. Could you determine if there's any synthetic genetic interaction between these two mutations and what the nature of this interaction might be? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
APEX2,EIF1AX,MDAMB231,synthetic lethality,We're running experiments on MDAMB231 cells with concurrent mutations in APEX2 and EIF1AX. Could you determine if there's any synthetic genetic interaction between these two mutations in this breast cancer cell line?,"Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We're running experiments on MDAMB231 cells with concurrent mutations in APEX2 and EIF1AX. Could you determine if there's any synthetic genetic interaction between these two mutations in this breast cancer cell line? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
SMARCA4,ERCC4,MDAMB231,synthetic lethality,"We've been studying the effects of simultaneous mutations in SMARCA4 and ERCC4 in our MDAMB231 breast cancer cell line. Could you tell me what synthetic genetic interaction, if any, would result from knocking out both of these genes together?","Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist.","We've been studying the effects of simultaneous mutations in SMARCA4 and ERCC4 in our MDAMB231 breast cancer cell line. Could you tell me what synthetic genetic interaction, if any, would result from knocking out both of these genes together? Use DepMap data to retrieve correlation metrics reflecting the co-dependency of the gene pair on cell viability. Next, perform pathway enrichment analysis with Enrichr to identify whether pathways associated with cell viability are significantly enriched and could be impacted by the gene pair. Synthesize the DepMap and Enrichr results, evaluate whether the combined perturbation of these genes is likely to induce a significant effect on cell viability, and find literature support if exist."
